case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion,9434,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,True,Guzman-Hernandez argues that she experienced past persecution because she was the victim of death threats by gang members,9434,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion,9434,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion,9434,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion,9434,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,True,"Petitioners ... petition for review of a Board of Immigration Appeals (BIA) decision dismissing their appeal from an order of an immigration judge (IJ) denying their applications for asylum, withholding of removal, and relief under the Immigration and Nationality Act and the Convention Against Torture (CAT).",15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,"Petitioners ... petition for review of a Board of Immigration Appeals (BIA) decision dismissing their appeal from an order of an immigration judge (IJ) denying their applications for asylum, withholding of removal, and relief under the Immigration and Nationality Act and the Convention Against Torture (CAT).",15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,"Petitioners ... petition for review of a Board of Immigration Appeals (BIA) decision dismissing their appeal from an order of an immigration judge (IJ) denying their applications for asylum, withholding of removal, and relief under the Immigration and Nationality Act and the Convention Against Torture (CAT).",15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,False,Not mentioned in the opinion.,15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,True,Guzman-Hernandez argues that she experienced past persecution because she was the victim of death threats by gang members.,15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,15176,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"denying their applications for asylum, withholding of removal, and relief under the Immigration and Nationality Act and the Convention Against Torture (CAT).",132007,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"denying their applications for asylum, withholding of removal, and relief under the Immigration and Nationality Act and the Convention Against Torture (CAT).",132007,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"denying their applications for asylum, withholding of removal, and relief under the Immigration and Nationality Act and the Convention Against Torture (CAT).",132007,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,132007,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,132007,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,132007,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,True,Guzman-Hernandez argues that she experienced past persecution because she was the victim of death threats by gang members.,132007,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,132007,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,132007,
17-73156,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,132007,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,asylum_requested,False,Not mentioned in the opinion.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,withholding_requested,False,Not mentioned in the opinion.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,The BIA affirmed the decision of an Immigration Judge ('IJ') denying deferral of removal under the Convention Against Torture ('CAT') as part of a final order of removal.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,True,Otuya's testimony regarding corruption in Nigeria and an attack on his family in Lagos.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,6840,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,False,Not mentioned in the opinion.,56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,False,Not mentioned in the opinion.,56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,The BIA affirmed the decision of an Immigration Judge (“IJ”) denying deferral of removal under the Convention Against Torture (“CAT”) as part of a final order of removal.,56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,True,"The agency expressly considered documentary exhibits including declarations, a police report, and general country conditions evidence, as well as Otuya’s testimony regarding corruption in Nigeria and an attack on his family in Lagos.",56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,56638,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,39105,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,False,Not mentioned in the opinion.,39105,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,The BIA affirmed the decision of an Immigration Judge (“IJ”) denying deferral of removal under the Convention Against Torture (“CAT”) as part of a final order of removal.,39105,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,39105,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,39105,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,Otuya’s testimony regarding corruption in Nigeria and an attack on his family in Lagos.,39105,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,39105,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,39105,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,39105,
24-5221,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,39105,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"He moved for reopening to apply for cancellation of removal, asylum, and withholding of removal.",6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"He moved for reopening to apply for cancellation of removal, asylum, and withholding of removal.",6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,CAT_requested,False,Not mentioned in the opinion.,6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,True,The BIA also denied Santiago Grande’s motion to reopen to apply for asylum and withholding of removal based on his membership in the proposed particular social group of “deportees from the United States during the Covid-19 Pandemic.”,6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,"In light of our resolution of these claims, we need not reach the parties’ arguments concerning the one-year bar to asylum.",6521,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,True,"He moved for reopening to apply for cancellation of removal, asylum, and withholding of removal.",12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,"He moved for reopening to apply for cancellation of removal, asylum, and withholding of removal.",12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,False,Not mentioned in the opinion.,12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,True,The BIA also denied Santiago Grande's motion to reopen to apply for asylum and withholding of removal based on his membership in the proposed particular social group of 'deportees from the United States during the Covid-19 Pandemic.',12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,False,Not mentioned in the opinion.,12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,True,"In light of our resolution of these claims, we need not reach the parties' arguments concerning the one-year bar to asylum.",12786,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"He moved for reopening to apply for cancellation of removal, asylum, and withholding of removal.",100695,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"He moved for reopening to apply for cancellation of removal, asylum, and withholding of removal.",100695,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,False,Not mentioned in the opinion.,100695,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,100695,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,True,The BIA also denied Santiago Grande’s motion to reopen to apply for asylum and withholding of removal based on his membership in the proposed particular social group of 'deportees from the United States during the Covid-19 Pandemic.',100695,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,100695,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,100695,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,100695,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,100695,
22-761,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,"In light of our resolution of these claims, we need not reach the parties’ arguments concerning the one-year bar to asylum.",100695,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (“CAT”)",5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (“CAT”)",5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (“CAT”)",5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,True,the police officers sought to punish or retaliate against Margosyan for her husband’s political activities,5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,True,"raping her, and arresting her",5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,True,threatening her,5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,True,Armenian authorities targeted Margosyan on multiple occasions,5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,True,"the IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (“CAT”), because Margosayn was not credible",5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,5025,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (""CAT"")",83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (""CAT"")",83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (""CAT"")",83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,True,The circumstantial evidence in the record raises an inference that the police officers sought to punish or retaliate against Margosyan for her husband’s political activities,83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,True,"Armenian authorities targeted Margosyan on multiple occasions based on her association with her husband by threatening her, intervening in her employment, raping her, and arresting her.",83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,True,"Armenian authorities targeted Margosyan on multiple occasions based on her association with her husband by threatening her, intervening in her employment, raping her, and arresting her.",83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,True,The circumstantial evidence in the record raises an inference that the police officers sought to punish or retaliate against Margosyan for her husband’s political activities,83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (""CAT""), because Margosayn was not credible based on inconsistencies between her testimony and the neighbors’ affidavit",83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,83938,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (""CAT"")",86573,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (""CAT"")",86573,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"The IJ denied Margosyan’s application for asylum, withholding of removal, and protection under the United Nations Convention Against Torture (""CAT"")",86573,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,True,"Although Margosyan did not have any direct evidence that her persecutors targeted her on account of an imputed political opinion, the IJ did not properly consider Margosyan’s “‘association with, or relationship to, people who are known to hold a particular political opinion’ in order to raise the inference that the persecutors have imputed a political view to [her].”",86573,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,86573,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,"Armenian authorities targeted Margosyan on multiple occasions based on her association with her husband by threatening her, intervening in her employment, raping her, and arresting her.",86573,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,True,"Armenian authorities targeted Margosyan on multiple occasions based on her association with her husband by threatening her, intervening in her employment, raping her, and arresting her.",86573,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,True,"Armenian authorities targeted Margosyan on multiple occasions based on her association with her husband by threatening her, intervening in her employment, raping her, and arresting her.",86573,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,True,the IJ stated that he had “considered the extent to which the respondent’s testimony [was] otherwise consistent with her written statement and the extent to which she was internally consistent in her own testimony.”,86573,
14-70905,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,86573,
22-629,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,meta/llama-3.3-70b-instruct,asylum_requested,False,Not mentioned in the opinion.,6791,
22-629,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"Juan Carlos Estrada-Hernandez, a native and citizen of Mexico, petitions for review of a Board of Immigration Appeals (“BIA”) dismissal of his appeal from an order of an Immigration Judge (“IJ”) denying his applications for withholding of removal under the Immigration and Naturalization Act and the Convention Against Torture (“CAT”).",6791,
22-629,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"Juan Carlos Estrada-Hernandez, a native and citizen of Mexico, petitions for review of a Board of Immigration Appeals (“BIA”) dismissal of his appeal from an order of an Immigration Judge (“IJ”) denying his applications for withholding of removal under the Immigration and Naturalization Act and the Convention Against Torture (“CAT”).",6791,
22-629,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,6791,
22-629,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,True,"Estrada-Hernandez presented testimony that he was assaulted in Mexico when he was eleven years old because he was gay, an incident which is evidence both that he has been singled out and that he was perceptibly gay as a child;",6791,
